alert_id,alert_type,location,station_id,district,latitude,longitude,forecast_horizon,risk_score,risk_tier,alert_severity,susceptibility,rainfall_trigger_index,forecast_rainfall_mm,timestamp,status,risk_mode,disclaimer
ALT-GRID-02988,REGIONAL_GRID_CELL,"Cell COARSE_C06835 (27.214N, 88.580E)",COARSE_C06835,East Sikkim,27.214,88.58,+48h,0.5698,High,HIGH,0.8065,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02989,REGIONAL_GRID_CELL,"Cell COARSE_C06836 (27.214N, 88.581E)",COARSE_C06836,East Sikkim,27.214,88.581,+48h,0.5772,High,HIGH,0.8195,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02990,REGIONAL_GRID_CELL,"Cell COARSE_C06837 (27.214N, 88.582E)",COARSE_C06837,East Sikkim,27.214,88.582,+48h,0.5716,High,HIGH,0.8097,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02991,REGIONAL_GRID_CELL,"Cell COARSE_C06838 (27.214N, 88.583E)",COARSE_C06838,East Sikkim,27.214,88.583,+48h,0.5583,High,HIGH,0.7865,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02992,REGIONAL_GRID_CELL,"Cell COARSE_C06839 (27.214N, 88.584E)",COARSE_C06839,East Sikkim,27.214,88.584,+48h,0.565,High,HIGH,0.7982,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02993,REGIONAL_GRID_CELL,"Cell COARSE_C06840 (27.214N, 88.585E)",COARSE_C06840,East Sikkim,27.214,88.585,+48h,0.5509,High,HIGH,0.7736,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02994,REGIONAL_GRID_CELL,"Cell COARSE_C06863 (27.214N, 88.608E)",COARSE_C06863,Pakyong,27.214,88.608,+48h,0.6408,High,HIGH,0.9441,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02995,REGIONAL_GRID_CELL,"Cell COARSE_C06873 (27.214N, 88.618E)",COARSE_C06873,East Sikkim,27.214,88.618,+48h,0.6186,High,HIGH,0.9052,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02996,REGIONAL_GRID_CELL,"Cell COARSE_C06890 (27.214N, 88.635E)",COARSE_C06890,East Sikkim,27.214,88.635,+48h,0.6674,High,HIGH,0.991,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02997,REGIONAL_GRID_CELL,"Cell COARSE_C06900 (27.214N, 88.645E)",COARSE_C06900,East Sikkim,27.214,88.645,+48h,0.5692,High,HIGH,0.8184,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02998,REGIONAL_GRID_CELL,"Cell COARSE_C06901 (27.214N, 88.646E)",COARSE_C06901,East Sikkim,27.214,88.646,+48h,0.5533,High,HIGH,0.7905,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02999,REGIONAL_GRID_CELL,"Cell COARSE_C06902 (27.214N, 88.647E)",COARSE_C06902,East Sikkim,27.214,88.647,+48h,0.5741,High,HIGH,0.8269,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03000,REGIONAL_GRID_CELL,"Cell COARSE_C06903 (27.214N, 88.648E)",COARSE_C06903,East Sikkim,27.214,88.648,+48h,0.5938,High,HIGH,0.8616,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03001,REGIONAL_GRID_CELL,"Cell COARSE_C06904 (27.214N, 88.649E)",COARSE_C06904,East Sikkim,27.214,88.649,+48h,0.6004,High,HIGH,0.8732,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03002,REGIONAL_GRID_CELL,"Cell COARSE_C06905 (27.214N, 88.650E)",COARSE_C06905,East Sikkim,27.214,88.65,+48h,0.584,High,HIGH,0.8444,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03003,REGIONAL_GRID_CELL,"Cell COARSE_C07036 (27.215N, 88.580E)",COARSE_C07036,East Sikkim,27.215,88.58,+48h,0.5825,High,HIGH,0.8287,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03004,REGIONAL_GRID_CELL,"Cell COARSE_C07038 (27.215N, 88.582E)",COARSE_C07038,East Sikkim,27.215,88.582,+48h,0.593,High,HIGH,0.8472,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03005,REGIONAL_GRID_CELL,"Cell COARSE_C07040 (27.215N, 88.584E)",COARSE_C07040,East Sikkim,27.215,88.584,+48h,0.552,High,HIGH,0.7754,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03006,REGIONAL_GRID_CELL,"Cell COARSE_C07042 (27.215N, 88.586E)",COARSE_C07042,East Sikkim,27.215,88.586,+48h,0.5651,High,HIGH,0.7984,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03007,REGIONAL_GRID_CELL,"Cell COARSE_C07064 (27.215N, 88.608E)",COARSE_C07064,East Sikkim,27.215,88.608,+48h,0.6592,High,HIGH,0.9765,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03008,REGIONAL_GRID_CELL,"Cell COARSE_C07065 (27.215N, 88.609E)",COARSE_C07065,East Sikkim,27.215,88.609,+48h,0.6437,High,HIGH,0.9493,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03009,REGIONAL_GRID_CELL,"Cell COARSE_C07101 (27.215N, 88.645E)",COARSE_C07101,East Sikkim,27.215,88.645,+48h,0.5606,High,HIGH,0.8033,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03010,REGIONAL_GRID_CELL,"Cell COARSE_C07102 (27.215N, 88.646E)",COARSE_C07102,East Sikkim,27.215,88.646,+48h,0.5528,High,HIGH,0.7896,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03011,REGIONAL_GRID_CELL,"Cell COARSE_C07103 (27.215N, 88.647E)",COARSE_C07103,East Sikkim,27.215,88.647,+48h,0.5551,High,HIGH,0.7935,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03012,REGIONAL_GRID_CELL,"Cell COARSE_C07104 (27.215N, 88.648E)",COARSE_C07104,East Sikkim,27.215,88.648,+48h,0.5708,High,HIGH,0.8212,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03013,REGIONAL_GRID_CELL,"Cell COARSE_C07105 (27.215N, 88.649E)",COARSE_C07105,East Sikkim,27.215,88.649,+48h,0.6198,High,HIGH,0.9072,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03014,REGIONAL_GRID_CELL,"Cell COARSE_C07106 (27.215N, 88.650E)",COARSE_C07106,East Sikkim,27.215,88.65,+48h,0.5747,High,HIGH,0.8281,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03015,REGIONAL_GRID_CELL,"Cell COARSE_C07237 (27.216N, 88.580E)",COARSE_C07237,East Sikkim,27.216,88.58,+48h,0.5571,High,HIGH,0.7843,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03016,REGIONAL_GRID_CELL,"Cell COARSE_C07241 (27.216N, 88.584E)",COARSE_C07241,East Sikkim,27.216,88.584,+48h,0.576,High,HIGH,0.8174,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03017,REGIONAL_GRID_CELL,"Cell COARSE_C07242 (27.216N, 88.585E)",COARSE_C07242,East Sikkim,27.216,88.585,+48h,0.5615,High,HIGH,0.7921,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03018,REGIONAL_GRID_CELL,"Cell COARSE_C07302 (27.216N, 88.645E)",COARSE_C07302,East Sikkim,27.216,88.645,+48h,0.553,High,HIGH,0.7899,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03019,REGIONAL_GRID_CELL,"Cell COARSE_C07304 (27.216N, 88.647E)",COARSE_C07304,East Sikkim,27.216,88.647,+48h,0.59,High,HIGH,0.8549,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03020,REGIONAL_GRID_CELL,"Cell COARSE_C07305 (27.216N, 88.648E)",COARSE_C07305,East Sikkim,27.216,88.648,+48h,0.5648,High,HIGH,0.8107,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03021,REGIONAL_GRID_CELL,"Cell COARSE_C07306 (27.216N, 88.649E)",COARSE_C07306,East Sikkim,27.216,88.649,+48h,0.6113,High,HIGH,0.8923,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03022,REGIONAL_GRID_CELL,"Cell COARSE_C07307 (27.216N, 88.650E)",COARSE_C07307,East Sikkim,27.216,88.65,+48h,0.5908,High,HIGH,0.8564,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03023,REGIONAL_GRID_CELL,"Cell COARSE_C07442 (27.217N, 88.584E)",COARSE_C07442,East Sikkim,27.217,88.584,+48h,0.5782,High,HIGH,0.8213,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03024,REGIONAL_GRID_CELL,"Cell COARSE_C07443 (27.217N, 88.585E)",COARSE_C07443,East Sikkim,27.217,88.585,+48h,0.5676,High,HIGH,0.8028,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03025,REGIONAL_GRID_CELL,"Cell COARSE_C07458 (27.217N, 88.600E)",COARSE_C07458,East Sikkim,27.217,88.6,+48h,0.6466,High,HIGH,0.9408,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03026,REGIONAL_GRID_CELL,"Cell COARSE_C07460 (27.217N, 88.602E)",COARSE_C07460,East Sikkim,27.217,88.602,+48h,0.669,High,HIGH,0.9938,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03027,REGIONAL_GRID_CELL,"Cell COARSE_C07461 (27.217N, 88.603E)",COARSE_C07461,East Sikkim,27.217,88.603,+48h,0.6691,High,HIGH,0.994,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03028,REGIONAL_GRID_CELL,"Cell COARSE_C07462 (27.217N, 88.604E)",COARSE_C07462,East Sikkim,27.217,88.604,+48h,0.6252,High,HIGH,0.9167,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03029,REGIONAL_GRID_CELL,"Cell COARSE_C07503 (27.217N, 88.645E)",COARSE_C07503,East Sikkim,27.217,88.645,+48h,0.5679,High,HIGH,0.8161,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03030,REGIONAL_GRID_CELL,"Cell COARSE_C07504 (27.217N, 88.646E)",COARSE_C07504,East Sikkim,27.217,88.646,+48h,0.5505,High,HIGH,0.7855,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03031,REGIONAL_GRID_CELL,"Cell COARSE_C07505 (27.217N, 88.647E)",COARSE_C07505,East Sikkim,27.217,88.647,+48h,0.5606,High,HIGH,0.8033,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03032,REGIONAL_GRID_CELL,"Cell COARSE_C07506 (27.217N, 88.648E)",COARSE_C07506,East Sikkim,27.217,88.648,+48h,0.6234,High,HIGH,0.9136,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03033,REGIONAL_GRID_CELL,"Cell COARSE_C07507 (27.217N, 88.649E)",COARSE_C07507,East Sikkim,27.217,88.649,+48h,0.5593,High,HIGH,0.8009,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03034,REGIONAL_GRID_CELL,"Cell COARSE_C07508 (27.217N, 88.650E)",COARSE_C07508,East Sikkim,27.217,88.65,+48h,0.5922,High,HIGH,0.8588,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03035,REGIONAL_GRID_CELL,"Cell COARSE_C07639 (27.218N, 88.580E)",COARSE_C07639,East Sikkim,27.218,88.58,+48h,0.6535,High,HIGH,0.9528,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03036,REGIONAL_GRID_CELL,"Cell COARSE_C07643 (27.218N, 88.584E)",COARSE_C07643,East Sikkim,27.218,88.584,+48h,0.5501,High,HIGH,0.7722,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03037,REGIONAL_GRID_CELL,"Cell COARSE_C07693 (27.218N, 88.634E)",COARSE_C07693,East Sikkim,27.218,88.634,+48h,0.6348,High,HIGH,0.9337,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03038,REGIONAL_GRID_CELL,"Cell COARSE_C07705 (27.218N, 88.646E)",COARSE_C07705,East Sikkim,27.218,88.646,+48h,0.5673,High,HIGH,0.8151,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03039,REGIONAL_GRID_CELL,"Cell COARSE_C07707 (27.218N, 88.648E)",COARSE_C07707,East Sikkim,27.218,88.648,+48h,0.5825,High,HIGH,0.8418,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03040,REGIONAL_GRID_CELL,"Cell COARSE_C07708 (27.218N, 88.649E)",COARSE_C07708,East Sikkim,27.218,88.649,+48h,0.5577,High,HIGH,0.7981,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03041,REGIONAL_GRID_CELL,"Cell COARSE_C07709 (27.218N, 88.650E)",COARSE_C07709,East Sikkim,27.218,88.65,+48h,0.6567,High,HIGH,0.9722,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03042,REGIONAL_GRID_CELL,"Cell COARSE_C07858 (27.219N, 88.598E)",COARSE_C07858,East Sikkim,27.219,88.598,+48h,0.648,High,HIGH,0.9433,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03043,REGIONAL_GRID_CELL,"Cell COARSE_C07860 (27.219N, 88.600E)",COARSE_C07860,East Sikkim,27.219,88.6,+48h,0.6776,High,HIGH,0.995,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03044,REGIONAL_GRID_CELL,"Cell COARSE_C07861 (27.219N, 88.601E)",COARSE_C07861,East Sikkim,27.219,88.601,+48h,0.6406,High,HIGH,0.9438,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03045,REGIONAL_GRID_CELL,"Cell COARSE_C07898 (27.219N, 88.638E)",COARSE_C07898,East Sikkim,27.219,88.638,+48h,0.647,High,HIGH,0.955,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03046,REGIONAL_GRID_CELL,"Cell COARSE_C07903 (27.219N, 88.643E)",COARSE_C07903,East Sikkim,27.219,88.643,+48h,0.5513,High,HIGH,0.7869,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03047,REGIONAL_GRID_CELL,"Cell COARSE_C07906 (27.219N, 88.646E)",COARSE_C07906,East Sikkim,27.219,88.646,+48h,0.5522,High,HIGH,0.7884,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03048,REGIONAL_GRID_CELL,"Cell COARSE_C07909 (27.219N, 88.649E)",COARSE_C07909,East Sikkim,27.219,88.649,+48h,0.5759,High,HIGH,0.8301,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03049,REGIONAL_GRID_CELL,"Cell COARSE_C08044 (27.220N, 88.583E)",COARSE_C08044,East Sikkim,27.22,88.583,+48h,0.6484,High,HIGH,0.9439,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03050,REGIONAL_GRID_CELL,"Cell COARSE_C08055 (27.220N, 88.594E)",COARSE_C08055,East Sikkim,27.22,88.594,+48h,0.6779,High,HIGH,0.9955,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03051,REGIONAL_GRID_CELL,"Cell COARSE_C08058 (27.220N, 88.597E)",COARSE_C08058,East Sikkim,27.22,88.597,+48h,0.6789,High,HIGH,0.9973,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03052,REGIONAL_GRID_CELL,"Cell COARSE_C08062 (27.220N, 88.601E)",COARSE_C08062,East Sikkim,27.22,88.601,+48h,0.6448,High,HIGH,0.9513,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03053,REGIONAL_GRID_CELL,"Cell COARSE_C08092 (27.220N, 88.631E)",COARSE_C08092,East Sikkim,27.22,88.631,+48h,0.5542,High,HIGH,0.792,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03054,REGIONAL_GRID_CELL,"Cell COARSE_C08108 (27.220N, 88.647E)",COARSE_C08108,East Sikkim,27.22,88.647,+48h,0.5578,High,HIGH,0.7983,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03055,REGIONAL_GRID_CELL,"Cell COARSE_C08109 (27.220N, 88.648E)",COARSE_C08109,East Sikkim,27.22,88.648,+48h,0.5775,High,HIGH,0.8329,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03056,REGIONAL_GRID_CELL,"Cell COARSE_C08245 (27.221N, 88.583E)",COARSE_C08245,East Sikkim,27.221,88.583,+48h,0.6474,High,HIGH,0.9421,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03057,REGIONAL_GRID_CELL,"Cell COARSE_C08246 (27.221N, 88.584E)",COARSE_C08246,East Sikkim,27.221,88.584,+48h,0.6366,High,HIGH,0.9233,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03058,REGIONAL_GRID_CELL,"Cell COARSE_C08255 (27.221N, 88.593E)",COARSE_C08255,East Sikkim,27.221,88.593,+48h,0.6419,High,HIGH,0.9325,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03059,REGIONAL_GRID_CELL,"Cell COARSE_C08265 (27.221N, 88.603E)",COARSE_C08265,East Sikkim,27.221,88.603,+48h,0.6229,High,HIGH,0.9127,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03060,REGIONAL_GRID_CELL,"Cell COARSE_C08288 (27.221N, 88.626E)",COARSE_C08288,East Sikkim,27.221,88.626,+48h,0.6309,High,HIGH,0.9267,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03061,REGIONAL_GRID_CELL,"Cell COARSE_C08303 (27.221N, 88.641E)",COARSE_C08303,East Sikkim,27.221,88.641,+48h,0.6451,High,HIGH,0.9518,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03062,REGIONAL_GRID_CELL,"Cell COARSE_C08306 (27.221N, 88.644E)",COARSE_C08306,East Sikkim,27.221,88.644,+48h,0.552,High,HIGH,0.7882,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03063,REGIONAL_GRID_CELL,"Cell COARSE_C08307 (27.221N, 88.645E)",COARSE_C08307,East Sikkim,27.221,88.645,+48h,0.649,High,HIGH,0.9586,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03064,REGIONAL_GRID_CELL,"Cell COARSE_C08308 (27.221N, 88.646E)",COARSE_C08308,East Sikkim,27.221,88.646,+48h,0.5737,High,HIGH,0.8263,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03065,REGIONAL_GRID_CELL,"Cell COARSE_C08312 (27.221N, 88.650E)",COARSE_C08312,East Sikkim,27.221,88.65,+48h,0.559,High,HIGH,0.8004,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03066,REGIONAL_GRID_CELL,"Cell COARSE_C08447 (27.222N, 88.584E)",COARSE_C08447,East Sikkim,27.222,88.584,+48h,0.65,High,HIGH,0.9467,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03067,REGIONAL_GRID_CELL,"Cell COARSE_C08455 (27.222N, 88.592E)",COARSE_C08455,East Sikkim,27.222,88.592,+48h,0.6785,High,HIGH,0.9965,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03068,REGIONAL_GRID_CELL,"Cell COARSE_C08460 (27.222N, 88.597E)",COARSE_C08460,East Sikkim,27.222,88.597,+48h,0.6579,High,HIGH,0.9606,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03069,REGIONAL_GRID_CELL,"Cell COARSE_C08468 (27.222N, 88.605E)",COARSE_C08468,East Sikkim,27.222,88.605,+48h,0.6214,High,HIGH,0.9101,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03070,REGIONAL_GRID_CELL,"Cell COARSE_C08505 (27.222N, 88.642E)",COARSE_C08505,East Sikkim,27.222,88.642,+48h,0.5533,High,HIGH,0.7905,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03071,REGIONAL_GRID_CELL,"Cell COARSE_C08508 (27.222N, 88.645E)",COARSE_C08508,East Sikkim,27.222,88.645,+48h,0.6463,High,HIGH,0.9538,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03072,REGIONAL_GRID_CELL,"Cell COARSE_C08509 (27.222N, 88.646E)",COARSE_C08509,East Sikkim,27.222,88.646,+48h,0.5943,High,HIGH,0.8624,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03073,REGIONAL_GRID_CELL,"Cell COARSE_C08644 (27.223N, 88.580E)",COARSE_C08644,East Sikkim,27.223,88.58,+48h,0.5653,High,HIGH,0.7987,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03074,REGIONAL_GRID_CELL,"Cell COARSE_C08645 (27.223N, 88.581E)",COARSE_C08645,East Sikkim,27.223,88.581,+48h,0.5659,High,HIGH,0.7998,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03075,REGIONAL_GRID_CELL,"Cell COARSE_C08655 (27.223N, 88.591E)",COARSE_C08655,East Sikkim,27.223,88.591,+48h,0.6512,High,HIGH,0.9489,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03076,REGIONAL_GRID_CELL,"Cell COARSE_C08670 (27.223N, 88.606E)",COARSE_C08670,East Sikkim,27.223,88.606,+48h,0.6235,High,HIGH,0.9138,0.3451,23.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-03077,REGIONAL_GRID_CELL,"Cell COARSE_C08848 (27.224N, 88.583E)",COARSE_C08848,East Sikkim,27.224,88.583,+48h,0.6691,High,HIGH,0.9801,0.361,24.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
